RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD,NOCALL_1,NOCALL_2,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,PREVINT,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3A,Q3B,Q4,Q5A,Q5B,Q6A,Q6B,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q10A,Q10B,Q10C,Q11,Q11OTHER,Q12,Q12OTHER,Q13A,Q13B,Q13C,Q13D,Q14,Q15,Q16,Q17A,Q17B,Q17C,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25A,Q25B,Q26A,Q26B,Q26C,Q26D,Q26E,Q27,Q28,Q28B_NIG,Q28C_NIG,Q29A,Q29B,Q29C,Q30A,Q30B,Q30C,Q30D,Q31A,Q31B,Q31C,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46A,Q46B,Q46C,Q46D,Q47A,Q47B,Q47C,Q47D,Q47E,Q48A,Q48B,Q48C,Q49,Q50,Q51,Q52A,Q52B,Q52C,Q52D,Q52E,Q53,Q54,Q55,Q56A,Q56B,Q56C,Q56D,Q56E,Q56F,Q56G,Q56H,Q56I,Q57,Q58,Q59A,Q59B,Q59C,Q59D,Q59E,Q59F,Q59G,Q59H,Q59I,Q59J,Q59K_NIG,Q60A,Q60B,Q60C,Q60D,Q60E,Q60F,Q60G,Q60H_NIG,Q60I_NIG,Q60J_NIG,Q61A,Q61B,Q61C,Q61D,Q61E,Q61F,Q62A,Q62B,Q63PT1,Q63PT1OTHER,Q63PT2,Q63PT2OTHER,Q63PT3,Q63PT3OTHER,Q64,Q65A,Q65B,Q65C,Q65D,Q65E,Q65F,Q65G,Q65H,Q65I,Q65J,Q65K,Q65L,Q65M,Q65N,Q65O,Q65P,Q65P_NIG,Q66A,Q66B,Q66C,Q66D,Q66E,Q67A,Q67B,Q67C,Q67D,Q67E,Q68A,Q68B,Q68C,Q68D,Q68E,Q68F,Q69A,Q69B,Q69C,Q69D,Q69E,Q69F,Q70A,Q70B,Q70C,Q71A,Q71B,Q71C,Q71D_NIG,Q72A,Q72B,Q72C,Q72D_NIG,Q73A,Q73B,Q73C,Q73D,Q73E,Q74,Q75A,Q75B,Q75C,Q76A,Q76B,Q77,Q77OTHER,Q78,Q78A1,Q79A_NIG,Q79B_NIG,Q79D_NIG,Q79E_NIG,Q80A_NIG,Q80B_NIG,Q80C_NIG,Q81A_NIG,Q81B_NIG,Q82A_NIG,Q82B_NIG,Q82C_NIG,Q82D_NIG,Q82E_NIG,Q83A_NIG,Q83B_NIG,Q83C_NIG,Q84,Q84OTHER,Q85A,Q85B,Q85C,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q87,Q88A,Q88B,Q88C,Q89A,Q89B,Q89BOTHER,Q90A,Q90B,Q90C,Q91A,Q91B,Q92,Q93A,Q93B,Q93C,Q94,Q95A,Q95B,Q96,Q97,Q98A,Q98AOTHER,Q98A1_NIG,Q98B,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q117,withinwt
NIG2239,2,653,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,997,997,997,997,997,997,997,2,2,5,1,11/3/2012,10:20:00,52,620, ,2,1,2,2,1,4,5,1,0,2,1,1,3,0,0,0,0,7,2, ,3, ,4,1,0,0,0,2,4,3,4,4,2,3,3,1,3,4,3,0,0,1,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,2,1,1,3,2,4,4,3,2,3,4,2,2,3,2,3,1,5,5,4,8,10,10,8,99,10,5,5,5,3,3,3,9,0,1,1,1,2,3,9,1,1,2,2,1,3,2,2,3,3,3,0,1,1,2,2,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,7,1,0,0,24, ,27, ,1, ,2,2,1,1,1,1,3,3,3,3,1,1,3,3,3,1,1,2,2,3,3,2,2,3,3,3,4,3,0,7,7,7,7,7,0,1,1,2,1,1,0,0,7,1,2,3,3,0,0,1,0,0,0,0,7,7,0,4,4,7,1,2,7, ,2,1,4,3,3,3,4,2,2,3,4,9,9,3,2,3,4,4,3,620, ,2,3,4,1,0,0,0,1,0,1,3,3,3,0,9997, ,1,0,0,0,0,3,1,0,0,3,3,2,0,3,18, ,1,4,628, ,18,11:22:00,62,2,1, ,620, ,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG53,23,2,2,633, ,6,1.873634
NIG2240,2,653,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,997,997,997,997,997,997,997,2,2,9,1,11/3/2012,11:10:00,21,620, ,4,3,3,3,3,5,5,2,2,3,3,2,2,0,0,0,0,7,1, ,3, ,4,1,0,0,0,1,4,4,2,2,1,2,2,1,3,1,4,0,0,2,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,2,4,5,2,2,2,4,3,3,3,3,3,3,3,2,4,2,7,7,5,8,99,10,8,5,10,4,1,2,1,2,3,9,2,0,0,1,3,3,2,1,2,0,1,2,2,1,9,9,4,3,1,1,2,2,2,2,1,1,1,2,2,3,3,3,1,3,2,1,1,1,1,0,0,2,3,1,1,0,0,4, ,16, ,24, ,9,2,2,1,1,1,3,3,4,1,2,4,4,4,1,2,2,2,2,3,2,4,4,4,2,3,3,2,3,2,3,3,3,3,1,2,0,2,2,2,0,0,7,1,2,3,4,3,3,3,3,0,0,0,7,7,0,3,3,7,3,1,4, ,3,9,4,3,3,1,1,4,3,4,3,9,3,4,4,4,2,3,3,620, ,3,3,3,1,1,1,0,1,0,0,2,1,0,1,628, ,1,0,0,0,0,3,1,0,0,1,3,2,0,1,18, ,2,4,628, ,1,12:02:00,52,2,1, ,620, ,5,1,2,0,0,0,0,0,4,1,1,1,1,1,1,NIG55,23,2,2,620, ,6,1.873634
NIG2241,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,1,1,9,1,10/31/2012,11:09:00,22,620, ,3,2,3,3,3,4,5,1,2,1,2,1,3,0,0,0,0,7,4, ,8, ,3,1,0,0,2,1,3,4,4,4,3,4,2,2,3,2,2,0,0,1,1,0,0,0,1,3,3,3,1,1,0,0,0,0,0,2,1,2,3,3,1,3,3,3,3,3,3,2,3,3,4,8,8,7,5,10,6,8,99,99,99,5,4,4,1,2,2,1,3,0,1,1,1,3,0,2,2,1,0,9,1,1,2,1,2,4,1,2,2,2,3,2,0,1,2,2,0,1,1,1,2,2,2,1,1,1,2,0,0,0,0,0,1,0,0,4, ,24, ,23, ,2,1,1,2,1,1,3,3,3,3,1,2,3,3,2,1,1,1,3,3,3,3,3,3,3,3,4,4,0,1,2,0,2,2,0,0,0,1,1,0,0,0,7,2,3,3,3,0,0,1,3,0,0,0,7,7,0,3,4,4,2,2,2, ,1,1,3,2,3,1,3,4,4,3,3,1,2,4,2,1,3,2,4,620, ,0,3,5,1,1,1,0,1,1,0,2,2,1,1,638, ,1,0,0,0,0,1,2,1,0,1,2,2,1,3,18, ,2,4,638, ,1,12:05:00,56,1,1, ,620, ,5,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG56,27,1,2,2624,NGAS,8,1.275217
NIG2242,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,1,1,3,1,10/31/2012,10:02:00,31,620, ,1,3,3,2,3,4,4,1,1,1,0,0,3,0,0,0,0,7,9, ,3, ,4,0,0,0,3,2,5,4,3,4,4,4,3,2,2,3,2,0,0,0,0,0,0,0,1,3,3,2,0,0,0,1,0,0,0,1,1,1,1,3,1,3,1,3,3,1,2,1,2,2,4,3,6,5,5,9,6,7,5,99,6,5,4,4,1,1,2,2,3,0,2,1,2,3,2,2,2,2,1,0,3,1,2,1,3,3,2,2,2,1,2,2,1,1,3,3,3,1,2,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,1,3, ,16, ,13, ,1,2,1,2,2,1,3,4,4,4,2,2,4,4,3,2,1,1,4,3,4,3,3,3,2,5,4,4,0,1,1,3,3,2,0,0,2,0,3,0,0,0,7,1,2,3,3,1,0,1,0,0,1,1,7,7,0,4,4,2,2,2,3, ,1,2,2,2,1,2,3,3,4,3,4,4,3,1,1,3,3,2,3,620, ,0,3,5,1,0,0,0,1,1,1,3,3,2,1,638, ,1,0,0,0,0,1,9,1,0,1,2,2,0,3,18, ,2,4,638, ,1,10:55:00,53,1,1, ,620, ,5,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG56,27,1,2,2624,NGAS,8,1.275217
NIG2243,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,0,1,9,1,10/31/2012,9:32:00,29,620, ,1,3,3,2,3,5,5,1,2,0,1,0,2,0,0,0,0,7,1, ,3, ,4,0,0,0,2,1,4,4,3,4,3,4,1,4,2,2,2,2,0,2,1,0,0,0,1,3,4,4,0,0,0,0,0,0,0,1,2,1,3,3,2,2,1,2,1,1,3,1,2,2,2,3,4,6,7,8,8,5,99,99,8,5,4,4,1,2,2,1,2,0,0,1,0,3,3,3,3,2,1,1,3,2,1,2,4,3,1,1,2,1,1,0,2,1,2,3,2,1,2,2,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,4, ,3, ,22, ,1,1,1,2,1,1,2,3,3,3,2,2,4,9,3,2,2,1,3,4,4,2,3,2,2,5,3,3,0,0,1,9,1,1,0,1,2,2,1,1,0,0,7,1,2,3,3,3,0,1,3,0,1,0,7,1,0,3,4,4,3,2,3, ,1,1,4,3,1,3,2,3,3,1,2,3,3,2,1,1,4,2,3,620, ,0,3,5,1,0,1,1,1,1,1,3,3,2,0,9997, ,1,0,1,0,0,1,3,1,0,1,2,2,2,3,18, ,2,4,628, ,1,10:40:00,68,1,1, ,620, ,2,1,3,0,0,0,0,0,4,1,1,1,1,1,1,NIG54,27,1,2,2625,ZURU,8,1.275217
NIG2244,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,1,1,6,1,10/31/2012,11:02:00,36,620, ,2,2,2,3,3,4,4,1,0,1,1,1,3,0,0,0,0,7,4, ,1, ,4,2,0,0,1,0,4,3,3,3,3,3,1,3,2,3,1,2,0,4,3,0,0,0,1,3,3,3,0,0,0,0,0,0,0,2,1,2,3,3,1,3,3,3,1,2,4,1,3,3,1,3,8,6,5,10,8,99,99,99,8,4,4,4,2,2,2,1,2,1,1,1,2,3,2,2,1,2,0,1,1,1,2,2,1,2,1,1,2,9,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,1,4, ,16, ,13, ,2,3,2,2,1,1,2,3,3,3,2,2,3,3,2,2,2,9,4,3,2,3,4,3,2,3,4,4,0,0,1,2,1,1,0,0,0,1,0,1,0,0,7,2,2,3,3,2,1,1,1,0,0,1,1,7,0,4,3,4,2,2,3, ,1,2,3,2,1,2,3,3,2,3,4,2,1,2,2,2,3,2,2,620, ,0,3,4,1,0,1,0,1,0,0,2,2,1,0,9997, ,1,1,0,0,0,1,2,1,0,1,1,1,3,5,18, ,2,4,9999, ,18,12:01:00,59,1,1, ,620, ,4,1,3,0,0,0,0,0,4,1,1,1,1,1,1,NIG54,27,1,2,2625,ZURU,8,1.275217
NIG2245,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,2,2,6,1,10/31/2012,10:54:00,19,620, ,2,4,4,3,4,4,5,2,1,2,0,1,2,0,0,1,0,0,1, ,8, ,3,3,0,0,1,1,2,3,3,3,3,3,2,3,3,2,3,0,0,1,1,0,0,0,8,4,4,4,0,0,0,0,0,0,0,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,8,6,4,99,9,8,99,99,8,5,5,5,2,2,2,1,3,0,2,9,2,3,2,2,2,2,0,1,9,1,1,1,2,4,2,2,2,2,2,2,1,3,2,3,2,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,4, ,14, ,16, ,2,3,2,3,1,2,3,3,2,3,1,2,3,9,3,1,2,2,3,4,3,3,3,3,4,3,3,3,0,1,2,2,3,2,1,1,0,1,1,1,0,0,7,3,4,3,3,0,1,1,0,1,0,1,7,7,0,3,4,3,3,3,1, ,2,9,4,3,1,2,3,2,2,2,3,3,3,1,2,2,3,4,3,620, ,1,4,5,1,0,1,1,1,1,0,3,3,2,0,9997, ,1,1,0,0,0,1,2,1,0,6,1,1,0,4,18, ,2,4,638, ,20,11:51:00,57,2,1, ,620, ,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG53,23,2,2,633, ,6,1.275217
NIG2246,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,2,2,6,1,10/31/2012,9:42:00,38,620, ,2,3,3,4,4,9,4,1,1,2,2,2,3,0,0,0,0,7,5, ,8, ,3,2,0,0,2,1,5,2,3,4,3,3,2,3,3,2,3,0,0,1,0,1,0,0,1,4,3,4,0,0,0,0,0,0,0,1,2,1,3,3,2,3,2,2,2,2,3,2,2,2,2,1,3,5,5,7,7,7,99,99,7,5,5,5,2,2,2,1,1,9,1,9,1,3,1,2,2,3,1,2,1,1,1,1,1,3,1,0,1,9,1,1,2,1,2,2,1,1,2,2,1,2,3,1,1,1,1,0,0,0,0,0,1,0,0,4, ,3, ,20, ,2,3,2,3,1,1,2,3,3,3,2,2,2,2,3,1,2,2,2,3,9,2,3,2,2,9,3,3,1,1,2,1,1,1,1,0,1,2,1,1,0,0,7,3,2,3,4,0,1,1,0,0,1,1,7,7,0,4,3,3,2,2,6, ,1,9,4,3,3,2,2,3,3,1,2,3,3,2,1,2,3,2,2,620, ,2,2,3,1,0,1,1,1,1,0,3,2,1,0,9997, ,1,0,0,0,0,2,2,0,0,4,1,1,0,3,18, ,2,4,628, ,1,10:40:00,58,2,1, ,620, ,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG53,23,2,2,633, ,6,1.275217
NIG2247,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,2,2,9,1,10/31/2012,10:32:00,47,620, ,2,2,2,3,3,5,4,1,2,3,2,1,3,0,0,0,0,7,4, ,1, ,4,1,0,0,2,2,4,4,4,3,3,2,1,3,4,3,3,0,0,1,0,9,0,0,1,2,4,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,4,1,9,3,2,2,3,2,3,6,5,3,9,9,10,9,99,10,5,5,5,1,2,2,9,2,0,1,0,2,2,1,1,0,0,0,2,3,2,3,2,3,3,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,3,3,1,1,1,1,0,0,0,0,0,2,0,0,4, ,1, ,3, ,2,2,1,2,1,1,3,3,3,2,1,1,9,2,3,3,1,3,2,1,3,3,3,2,3,3,3,3,1,0,1,2,2,1,0,2,1,1,2,1,0,0,7,2,2,9,3,2,0,9,0,0,0,0,7,7,0,9,9,3,2,1,6, ,1,0,4,4,3,2,2,4,3,4,4,3,3,3,2,3,9,4,4,620, ,1,3,4,1,1,1,1,1,0,0,3,3,2,1,628, ,1,0,0,0,0,2,1,0,0,1,2,3,0,1,18, ,2,4,628, ,1,11:26:00,54,2,1, ,620, ,1,1,2,0,0,0,0,0,4,1,1,1,1,1,1,NIG55,23,2,2,620, ,6,1.275217
NIG2248,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,2,2,2,1,10/31/2012,9:32:00,29,620, ,1,2,2,2,3,3,3,1,2,2,1,2,3,0,0,0,0,7,1, ,8, ,4,1,0,0,1,1,2,3,3,3,3,4,1,3,4,1,3,1,0,0,0,1,0,0,1,3,4,4,0,0,0,0,0,0,0,2,5,2,1,3,2,3,2,4,2,1,4,9,2,2,3,3,4,5,2,7,99,99,99,99,10,5,4,5,2,3,3,2,3,9,1,9,2,3,3,2,0,0,1,2,2,2,3,2,4,2,1,1,1,9,2,1,2,3,3,3,3,1,1,1,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,4, ,3, ,16, ,2,2,2,2,2,1,2,2,3,2,1,9,9,3,1,1,9,2,3,3,3,3,3,3,2,3,3,3,1,0,1,2,2,1,0,3,2,2,3,1,0,0,7,2,9,3,3,0,0,2,0,0,0,0,7,7,0,9,9,7,2,3,6, ,1,9,5,3,3,2,1,3,3,1,2,9,9,2,2,3,4,4,2,620, ,3,3,4,1,0,1,1,1,0,0,3,2,2,1,638, ,1,0,0,0,0,2,1,0,0,1,3,2,0,1,18, ,2,4,638, ,999,10:28:00,56,2,1, ,620, ,1,1,4,0,0,1,0,0,4,1,1,1,1,1,1,NIG55,23,2,2,620, ,6,1.275217
NIG2249,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,1,1,2,1,10/31/2012,12:39:00,29,620, ,2,2,3,3,3,4,4,1,2,1,0,1,2,0,0,0,0,7,4, ,8, ,4,0,0,0,2,1,4,4,3,4,3,2,3,4,2,3,2,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,1,1,2,3,2,2,1,3,3,1,3,1,2,2,8,3,2,4,5,8,99,8,6,6,8,5,5,5,2,3,3,2,2,1,1,2,3,2,2,2,3,2,9,1,3,0,1,2,8,3,1,1,2,9,1,0,2,2,2,3,2,1,2,2,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,1, ,3, ,23, ,1,1,2,2,1,2,4,3,3,2,1,1,4,9,2,2,1,1,4,3,9,3,9,2,2,5,3,4,0,0,1,9,1,1,0,0,2,0,2,0,0,0,7,1,2,3,3,3,0,1,1,0,1,0,1,0,0,3,4,4,3,2,4, ,1,1,3,2,1,3,2,3,3,1,2,4,4,2,2,1,2,2,3,620, ,0,2,4,1,1,1,0,0,0,0,2,1,1,1,638, ,1,0,1,0,0,1,3,1,0,2,2,2,3,6,18, ,2,4,9999, ,1,13:31:00,52,1,1, ,620, ,1,1,3,0,0,0,0,0,4,1,1,1,1,1,1,NIG56,27,1,2,2624,NGAS,8,1.067183
NIG2250,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,1,1,2,1,10/31/2012,14:17:00,34,620, ,1,3,3,2,3,5,5,1,1,1,0,1,3,1,1,0,0,7,9, ,3, ,4,1,0,0,3,2,5,4,4,4,4,4,1,3,2,1,2,1,0,2,3,0,0,0,1,2,2,3,1,1,1,1,0,0,1,1,1,1,3,3,1,1,3,1,1,2,2,2,2,2,4,3,5,8,6,10,99,7,99,99,7,4,5,4,1,1,2,1,2,9,2,1,2,3,2,2,2,2,1,9,1,1,2,2,1,2,2,2,2,9,2,2,1,2,3,3,3,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,16, ,3, ,13, ,3,3,2,3,2,2,3,3,3,2,2,2,3,3,3,2,2,1,3,4,3,3,4,3,2,3,4,4,0,1,1,2,1,1,0,1,2,1,1,1,0,0,7,1,3,3,3,2,2,1,1,0,0,1,1,7,0,3,3,3,3,2,6, ,1,1,3,2,1,2,1,3,2,2,2,3,3,2,2,3,3,2,3,620, ,1,3,4,1,0,1,1,1,1,0,2,2,1,1,628, ,1,1,1,0,0,1,4,1,0,2,2,2,3,1,18, ,2,4,628, ,20,15:20:00,63,1,1, ,620, ,2,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG54,27,1,2,2625,ZURU,8,1.067183
NIG2251,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,1,1,2,1,10/31/2012,12:37:00,33,620, ,2,1,3,2,3,9,4,1,3,3,1,1,3,0,0,0,0,7,0, ,1, ,4,3,0,0,2,1,5,4,4,4,4,3,2,3,2,2,2,0,0,3,2,0,0,0,1,2,3,3,0,0,1,1,0,0,1,1,2,1,3,2,1,1,1,3,2,2,3,3,3,3,4,3,7,9,6,10,6,9,7,5,9,5,5,4,2,3,3,1,2,0,1,0,1,3,2,1,2,1,0,9,1,2,2,2,1,1,1,2,2,2,2,2,1,2,3,3,1,1,2,2,1,2,1,2,1,1,2,0,0,0,1,0,2,0,1,4, ,3, ,2, ,2,3,3,3,2,2,2,3,3,1,2,2,2,3,1,2,1,3,2,3,3,3,3,3,2,3,4,3,1,0,1,2,1,1,0,1,2,1,1,1,0,0,7,2,3,3,3,2,3,2,2,0,0,1,1,1,0,3,3,3,3,3,1, ,2,2,4,3,4,1,2,2,2,2,2,3,3,3,2,3,3,4,3,620, ,1,3,5,1,0,1,0,1,1,0,2,2,1,1,638, ,1,1,0,0,0,3,3,0,0,2,1,1,2,3,19, ,2,4,628, ,1,13:40:00,63,1,1, ,620, ,5,1,3,0,0,0,0,0,4,1,1,1,1,1,1,NIG54,27,1,2,2625,ZURU,8,1.067183
NIG2252,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,1,1,8,1,10/31/2012,13:45:00,22,626, ,2,2,2,2,2,5,5,1,2,0,0,0,2,0,0,0,0,7,4, ,8, ,3,0,0,0,2,1,4,3,3,3,3,2,2,2,2,3,2,1,1,3,2,0,2,0,0,2,3,2,1,1,1,2,2,2,2,2,1,2,3,3,2,3,3,3,2,2,3,2,3,2,2,3,2,5,6,9,7,8,5,4,8,5,4,4,2,2,2,1,2,0,1,1,2,3,0,3,3,1,0,1,3,2,2,1,2,4,1,2,2,2,3,2,0,1,2,2,3,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,24, ,4, ,22, ,2,2,2,2,2,1,3,3,3,3,1,2,3,3,2,9,9,9,3,3,9,3,3,2,3,3,3,3,0,1,2,1,2,1,0,2,0,0,1,0,0,0,7,1,2,3,4,0,0,2,2,0,0,0,7,7,0,4,3,4,3,3,1, ,2,2,3,3,4,2,3,2,2,3,2,3,4,2,1,1,3,2,4,625, ,0,2,4,1,1,1,1,1,1,0,2,2,1,1,628, ,1,0,0,0,0,1,2,0,0,8,2,2,1,3,18, ,2,4,628, ,1,14:42:00,57,1,1, ,620, ,2,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG56,27,1,2,2624,NGAS,8,1.067183
NIG2253,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,2,2,2,1,10/31/2012,14:06:00,24,626, ,1,1,2,4,4,3,4,1,1,1,1,1,3,0,0,0,0,7,4, ,8, ,4,3,0,0,1,1,2,3,2,3,2,3,2,4,3,1,4,0,0,1,1,0,0,1,1,4,4,4,0,0,0,0,0,0,0,2,3,2,3,4,1,3,3,3,2,2,3,2,2,2,1,3,1,5,6,7,7,9,6,99,6,4,4,4,2,2,2,2,2,1,1,1,1,3,2,2,0,0,1,1,2,2,2,2,2,1,0,1,1,9,2,1,2,1,3,3,2,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,0,16, ,4, ,17, ,3,3,2,3,2,2,3,3,2,1,2,2,2,2,2,2,3,2,3,4,3,3,4,9,9,4,3,3,0,0,1,2,1,1,0,1,1,1,1,1,0,0,7,2,3,3,3,1,1,0,1,1,1,1,7,7,0,3,4,4,3,3,8, ,2,2,4,3,4,2,2,3,3,3,3,3,3,4,3,3,3,4,3,625, ,2,4,4,1,0,1,1,1,1,1,3,3,2,0,9997, ,1,1,0,0,0,2,2,1,0,1,1,1,0,1,18, ,3,4,628, ,1,15:10:00,64,2,1, ,620, ,1,1,2,0,0,0,0,0,4,1,1,1,1,1,1,NIG53,23,2,2,633, ,6,1.067183
NIG2254,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,2,2,5,1,10/31/2012,12:25:00,27,620, ,1,2,2,2,3,3,3,1,2,1,1,2,3,0,0,0,0,7,1, ,8, ,3,1,0,0,1,1,2,3,3,4,3,4,1,3,4,1,3,0,0,0,0,1,0,1,1,4,4,4,0,0,0,0,0,0,0,2,3,2,1,3,2,2,2,2,2,2,3,2,2,4,4,3,4,5,8,9,99,5,99,99,6,5,4,5,2,3,3,2,2,9,1,0,2,2,3,2,0,1,0,2,2,2,3,2,3,4,1,1,9,2,1,2,0,1,1,2,2,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,2,0,0,4, ,3, ,16, ,2,2,2,2,2,1,2,2,3,2,1,2,2,9,9,3,1,1,9,3,3,3,3,3,2,3,3,3,1,0,1,2,2,1,0,1,0,1,0,1,0,0,7,2,9,3,3,0,1,1,1,0,0,1,7,7,0,9,9,3,3,3,6, ,1,9,4,3,2,2,3,3,3,3,3,3,3,2,1,3,4,2,2,620, ,1,3,4,1,1,1,1,1,1,0,3,3,2,0,9997, ,1,1,0,0,0,2,2,1,0,4,1,1,0,1,18, ,2,4,9999, ,1,13:27:00,62,2,1, ,620, ,1,1,4,0,0,0,0,0,4,1,1,1,1,1,1,NIG53,23,2,2,633, ,6,1.067183
NIG2255,2,653,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,997,2,2,2,1,10/31/2012,13:20:00,29,620, ,3,2,2,3,2,9,4,1,3,2,0,0,3,0,0,0,0,7,1, ,4, ,3,2,0,0,1,1,2,3,3,3,3,4,2,3,4,1,3,0,0,1,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,2,2,2,2,3,1,2,2,2,2,2,4,2,3,3,1,3,5,5,6,10,7,8,99,99,99,5,4,4,2,2,2,9,3,9,1,9,2,2,2,1,1,2,2,2,1,2,1,2,1,4,1,1,1,9,2,1,9,2,2,2,2,1,2,2,2,2,3,1,1,1,1,0,0,0,0,0,2,0,0,20, ,16, ,4, ,2,3,3,3,2,2,3,2,4,1,2,3,3,3,3,3,1,1,2,3,3,4,4,9,2,9,3,3,0,0,3,2,1,1,0,0,0,1,1,1,0,0,7,1,2,3,3,0,2,3,3,1,1,1,7,7,0,4,4,4,3,3,7, ,2,9,4,4,4,2,2,2,1,2,2,9,3,9,2,2,3,4,3,620, ,1,4,4,1,1,1,1,1,1,1,3,3,3,0,9997, ,1,0,1,0,0,1,4,1,0,2,3,2,0,0,18, ,3,4,628, ,1,14:11:00,51,2,1, ,620, ,2,1,2,0,0,0,0,0,4,1,1,1,1,1,1,NIG55,23,2,2,620, ,6,1.067183
